"codigo_departamento","departamento","codigo_municipio","municipio","ano","area","total"
"05","Antioquia","La Pintada","05390",2014,"total",8629
"05","Antioquia","La Unión","05400",2014,"cabecera_municipal",11595
"05","Antioquia","La Unión","05400",2014,"centros_poblados_y_rural_disperso",8810
"05","Antioquia","La Unión","05400",2014,"total",20405
"05","Antioquia","Liborina","05411",2014,"cabecera_municipal",2266
"05","Antioquia","Liborina","05411",2014,"centros_poblados_y_rural_disperso",7840
"05","Antioquia","Liborina","05411",2014,"total",10106
"05","Antioquia","Maceo","05425",2014,"cabecera_municipal",3049
"05","Antioquia","Maceo","05425",2014,"centros_poblados_y_rural_disperso",5277
"05","Antioquia","Maceo","05425",2014,"total",8326
"05","Antioquia","Marinilla","05440",2014,"cabecera_municipal",40031
"05","Antioquia","Marinilla","05440",2014,"centros_poblados_y_rural_disperso",20237
"05","Antioquia","Marinilla","05440",2014,"total",60268
"05","Antioquia","Montebello","05467",2014,"cabecera_municipal",1791
"05","Antioquia","Montebello","05467",2014,"centros_poblados_y_rural_disperso",5190
"05","Antioquia","Montebello","05467",2014,"total",6981
"05","Antioquia","Murindó","05475",2014,"cabecera_municipal",1596
"05","Antioquia","Murindó","05475",2014,"centros_poblados_y_rural_disperso",2884
"05","Antioquia","Murindó","05475",2014,"total",4480
"05","Antioquia","Mutatá","05480",2014,"cabecera_municipal",4749
"05","Antioquia","Mutatá","05480",2014,"centros_poblados_y_rural_disperso",8636
"05","Antioquia","Mutatá","05480",2014,"total",13385
"05","Antioquia","Nariño","05483",2014,"cabecera_municipal",3083
"05","Antioquia","Nariño","05483",2014,"centros_poblados_y_rural_disperso",7737
"05","Antioquia","Nariño","05483",2014,"total",10820
"05","Antioquia","Necoclí","05490",2014,"cabecera_municipal",10159
"05","Antioquia","Necoclí","05490",2014,"centros_poblados_y_rural_disperso",29910
"05","Antioquia","Necoclí","05490",2014,"total",40069
"05","Antioquia","Nechí","05495",2014,"cabecera_municipal",12006
"05","Antioquia","Nechí","05495",2014,"centros_poblados_y_rural_disperso",11816
"05","Antioquia","Nechí","05495",2014,"total",23822
"05","Antioquia","Olaya","05501",2014,"cabecera_municipal",216
"05","Antioquia","Olaya","05501",2014,"centros_poblados_y_rural_disperso",2876
"05","Antioquia","Olaya","05501",2014,"total",3092
"05","Antioquia","Peñol","05541",2014,"cabecera_municipal",10070
"05","Antioquia","Peñol","05541",2014,"centros_poblados_y_rural_disperso",9932
"05","Antioquia","Peñol","05541",2014,"total",20002
"05","Antioquia","Peque","05543",2014,"cabecera_municipal",2107
"05","Antioquia","Peque","05543",2014,"centros_poblados_y_rural_disperso",5830
"05","Antioquia","Peque","05543",2014,"total",7937
"05","Antioquia","Pueblorrico","05576",2014,"cabecera_municipal",4332
"05","Antioquia","Pueblorrico","05576",2014,"centros_poblados_y_rural_disperso",4392
"05","Antioquia","Pueblorrico","05576",2014,"total",8724
"05","Antioquia","Puerto Berrío","05579",2014,"cabecera_municipal",30912
"05","Antioquia","Puerto Berrío","05579",2014,"centros_poblados_y_rural_disperso",6676
"05","Antioquia","Puerto Berrío","05579",2014,"total",37588
"05","Antioquia","Puerto Nare","05585",2014,"cabecera_municipal",4278
"05","Antioquia","Puerto Nare","05585",2014,"centros_poblados_y_rural_disperso",10223
"05","Antioquia","Puerto Nare","05585",2014,"total",14501
"05","Antioquia","Puerto Triunfo","05591",2014,"cabecera_municipal",2762
"05","Antioquia","Puerto Triunfo","05591",2014,"centros_poblados_y_rural_disperso",13922
"05","Antioquia","Puerto Triunfo","05591",2014,"total",16684
"05","Antioquia","Remedios","05604",2014,"cabecera_municipal",10557
"05","Antioquia","Remedios","05604",2014,"centros_poblados_y_rural_disperso",16361
"05","Antioquia","Remedios","05604",2014,"total",26918
"05","Antioquia","Retiro","05607",2014,"cabecera_municipal",11378
"05","Antioquia","Retiro","05607",2014,"centros_poblados_y_rural_disperso",10455
"05","Antioquia","Retiro","05607",2014,"total",21833
"05","Antioquia","Rionegro","05615",2014,"cabecera_municipal",74824
"05","Antioquia","Rionegro","05615",2014,"centros_poblados_y_rural_disperso",50371
"05","Antioquia","Rionegro","05615",2014,"total",125195
"05","Antioquia","Sabanalarga","05628",2014,"cabecera_municipal",2773
"05","Antioquia","Sabanalarga","05628",2014,"centros_poblados_y_rural_disperso",6028
"05","Antioquia","Sabanalarga","05628",2014,"total",8801
"05","Antioquia","Sabaneta","05631",2014,"cabecera_municipal",63241
"05","Antioquia","Sabaneta","05631",2014,"centros_poblados_y_rural_disperso",11073
"05","Antioquia","Sabaneta","05631",2014,"total",74314
"05","Antioquia","Salgar","05642",2014,"cabecera_municipal",6633
"05","Antioquia","Salgar","05642",2014,"centros_poblados_y_rural_disperso",11960
"05","Antioquia","Salgar","05642",2014,"total",18593
"05","Antioquia","San Andrés de Cuerquía","05647",2014,"cabecera_municipal",2657
"05","Antioquia","San Andrés de Cuerquía","05647",2014,"centros_poblados_y_rural_disperso",4662
"05","Antioquia","San Andrés de Cuerquía","05647",2014,"total",7319
"05","Antioquia","San Carlos","05649",2014,"cabecera_municipal",7521
"05","Antioquia","San Carlos","05649",2014,"centros_poblados_y_rural_disperso",9873
"05","Antioquia","San Carlos","05649",2014,"total",17394
"05","Antioquia","San Francisco","05652",2014,"cabecera_municipal",2404
"05","Antioquia","San Francisco","05652",2014,"centros_poblados_y_rural_disperso",3294
"05","Antioquia","San Francisco","05652",2014,"total",5698
"05","Antioquia","San Jerónimo","05656",2014,"cabecera_municipal",6130
"05","Antioquia","San Jerónimo","05656",2014,"centros_poblados_y_rural_disperso",8568
"05","Antioquia","San Jerónimo","05656",2014,"total",14698
"05","Antioquia","San José de La Montaña","05658",2014,"cabecera_municipal",2313
"05","Antioquia","San José de La Montaña","05658",2014,"centros_poblados_y_rural_disperso",1222
"05","Antioquia","San José de La Montaña","05658",2014,"total",3535
"05","Antioquia","San Juan de Urabá","05659",2014,"cabecera_municipal",6315
"05","Antioquia","San Juan de Urabá","05659",2014,"centros_poblados_y_rural_disperso",12452
"05","Antioquia","San Juan de Urabá","05659",2014,"total",18767
"05","Antioquia","San Luis","05660",2014,"cabecera_municipal",6890
"05","Antioquia","San Luis","05660",2014,"centros_poblados_y_rural_disperso",6174
"05","Antioquia","San Luis","05660",2014,"total",13064
"05","Antioquia","San Pedro de Los Milagros","05664",2014,"cabecera_municipal",10808
"05","Antioquia","San Pedro de Los Milagros","05664",2014,"centros_poblados_y_rural_disperso",9976
"05","Antioquia","San Pedro de Los Milagros","05664",2014,"total",20784
"05","Antioquia","San Pedro de Urabá","05665",2014,"cabecera_municipal",11406
"05","Antioquia","San Pedro de Urabá","05665",2014,"centros_poblados_y_rural_disperso",18119
"05","Antioquia","San Pedro de Urabá","05665",2014,"total",29525
"05","Antioquia","San Rafael","05667",2014,"cabecera_municipal",7751
"05","Antioquia","San Rafael","05667",2014,"centros_poblados_y_rural_disperso",8130
"05","Antioquia","San Rafael","05667",2014,"total",15881
"05","Antioquia","San Roque","05670",2014,"cabecera_municipal",6172
"05","Antioquia","San Roque","05670",2014,"centros_poblados_y_rural_disperso",14933
"05","Antioquia","San Roque","05670",2014,"total",21105
"05","Antioquia","San Vicente","05674",2014,"cabecera_municipal",5132
"05","Antioquia","San Vicente","05674",2014,"centros_poblados_y_rural_disperso",16626
"05","Antioquia","San Vicente","05674",2014,"total",21758
"05","Antioquia","Santa Bárbara","05679",2014,"cabecera_municipal",11462
"05","Antioquia","Santa Bárbara","05679",2014,"centros_poblados_y_rural_disperso",15431
"05","Antioquia","Santa Bárbara","05679",2014,"total",26893
"05","Antioquia","Santa Rosa de Osos","05686",2014,"cabecera_municipal",18201
"05","Antioquia","Santa Rosa de Osos","05686",2014,"centros_poblados_y_rural_disperso",16287
"05","Antioquia","Santa Rosa de Osos","05686",2014,"total",34488
"05","Antioquia","Santo Domingo","05690",2014,"cabecera_municipal",2788
"05","Antioquia","Santo Domingo","05690",2014,"centros_poblados_y_rural_disperso",9963
"05","Antioquia","Santo Domingo","05690",2014,"total",12751
"05","Antioquia","El Santuario","05697",2014,"cabecera_municipal",22794
"05","Antioquia","El Santuario","05697",2014,"centros_poblados_y_rural_disperso",10913
"05","Antioquia","El Santuario","05697",2014,"total",33707
"05","Antioquia","Segovia","05736",2014,"cabecera_municipal",28045
"05","Antioquia","Segovia","05736",2014,"centros_poblados_y_rural_disperso",7614
"05","Antioquia","Segovia","05736",2014,"total",35659
"05","Antioquia","Sonsón","05756",2014,"cabecera_municipal",16804
"05","Antioquia","Sonsón","05756",2014,"centros_poblados_y_rural_disperso",19670
"05","Antioquia","Sonsón","05756",2014,"total",36474
"05","Antioquia","Sopetrán","05761",2014,"cabecera_municipal",6270
"05","Antioquia","Sopetrán","05761",2014,"centros_poblados_y_rural_disperso",8418
"05","Antioquia","Sopetrán","05761",2014,"total",14688
"05","Antioquia","Támesis","05789",2014,"cabecera_municipal",7082
"05","Antioquia","Támesis","05789",2014,"centros_poblados_y_rural_disperso",9676
"05","Antioquia","Támesis","05789",2014,"total",16758
"05","Antioquia","Tarazá","05790",2014,"cabecera_municipal",11685
"05","Antioquia","Tarazá","05790",2014,"centros_poblados_y_rural_disperso",13506
"05","Antioquia","Tarazá","05790",2014,"total",25191
"05","Antioquia","Tarso","05792",2014,"cabecera_municipal",3246
"05","Antioquia","Tarso","05792",2014,"centros_poblados_y_rural_disperso",3010
"05","Antioquia","Tarso","05792",2014,"total",6256
"05","Antioquia","Titiribí","05809",2014,"cabecera_municipal",4479
"05","Antioquia","Titiribí","05809",2014,"centros_poblados_y_rural_disperso",6662
"05","Antioquia","Titiribí","05809",2014,"total",11141
"05","Antioquia","Toledo","05819",2014,"cabecera_municipal",1564
"05","Antioquia","Toledo","05819",2014,"centros_poblados_y_rural_disperso",3549
"05","Antioquia","Toledo","05819",2014,"total",5113
"05","Antioquia","Turbo","05837",2014,"cabecera_municipal",45649
"05","Antioquia","Turbo","05837",2014,"centros_poblados_y_rural_disperso",71377
"05","Antioquia","Turbo","05837",2014,"total",117026
"05","Antioquia","Uramita","05842",2014,"cabecera_municipal",2060
"05","Antioquia","Uramita","05842",2014,"centros_poblados_y_rural_disperso",5024
"05","Antioquia","Uramita","05842",2014,"total",7084
"05","Antioquia","Urrao","05847",2014,"cabecera_municipal",15102
"05","Antioquia","Urrao","05847",2014,"centros_poblados_y_rural_disperso",14348
"05","Antioquia","Urrao","05847",2014,"total",29450
"05","Antioquia","Valdivia","05854",2014,"cabecera_municipal",3510
"05","Antioquia","Valdivia","05854",2014,"centros_poblados_y_rural_disperso",10141
"05","Antioquia","Valdivia","05854",2014,"total",13651
"05","Antioquia","Valparaíso","05856",2014,"cabecera_municipal",3551
"05","Antioquia","Valparaíso","05856",2014,"centros_poblados_y_rural_disperso",3378
"05","Antioquia","Valparaíso","05856",2014,"total",6929
"05","Antioquia","Vegachí","05858",2014,"cabecera_municipal",7427
"05","Antioquia","Vegachí","05858",2014,"centros_poblados_y_rural_disperso",4393
"05","Antioquia","Vegachí","05858",2014,"total",11820
"05","Antioquia","Venecia","05861",2014,"cabecera_municipal",4966
"05","Antioquia","Venecia","05861",2014,"centros_poblados_y_rural_disperso",6724
"05","Antioquia","Venecia","05861",2014,"total",11690
"05","Antioquia","Vigía del Fuerte","05873",2014,"cabecera_municipal",2877
"05","Antioquia","Vigía del Fuerte","05873",2014,"centros_poblados_y_rural_disperso",5871
"05","Antioquia","Vigía del Fuerte","05873",2014,"total",8748
"05","Antioquia","Yalí","05885",2014,"cabecera_municipal",3467
"05","Antioquia","Yalí","05885",2014,"centros_poblados_y_rural_disperso",4122
"05","Antioquia","Yalí","05885",2014,"total",7589
"05","Antioquia","Yarumal","05887",2014,"cabecera_municipal",27629
"05","Antioquia","Yarumal","05887",2014,"centros_poblados_y_rural_disperso",12588
"05","Antioquia","Yarumal","05887",2014,"total",40217
"05","Antioquia","Yolombó","05890",2014,"cabecera_municipal",6522
"05","Antioquia","Yolombó","05890",2014,"centros_poblados_y_rural_disperso",15668
"05","Antioquia","Yolombó","05890",2014,"total",22190
"05","Antioquia","Yondó","05893",2014,"cabecera_municipal",8668
"05","Antioquia","Yondó","05893",2014,"centros_poblados_y_rural_disperso",8828
"05","Antioquia","Yondó","05893",2014,"total",17496
"05","Antioquia","Zaragoza","05895",2014,"cabecera_municipal",11126
"05","Antioquia","Zaragoza","05895",2014,"centros_poblados_y_rural_disperso",12960
"05","Antioquia","Zaragoza","05895",2014,"total",24086
"08","Atlántico","Barranquilla","08001",2014,"cabecera_municipal",1150526
"08","Atlántico","Barranquilla","08001",2014,"centros_poblados_y_rural_disperso",1337
"08","Atlántico","Barranquilla","08001",2014,"total",1151863
"08","Atlántico","Baranoa","08078",2014,"cabecera_municipal",48099
"08","Atlántico","Baranoa","08078",2014,"centros_poblados_y_rural_disperso",9936
"08","Atlántico","Baranoa","08078",2014,"total",58035
"08","Atlántico","Campo de La Cruz","08137",2014,"cabecera_municipal",20007
"08","Atlántico","Campo de La Cruz","08137",2014,"centros_poblados_y_rural_disperso",2716
"08","Atlántico","Campo de La Cruz","08137",2014,"total",22723
"08","Atlántico","Candelaria","08141",2014,"cabecera_municipal",10626
"08","Atlántico","Candelaria","08141",2014,"centros_poblados_y_rural_disperso",4243
"08","Atlántico","Candelaria","08141",2014,"total",14869
"08","Atlántico","Galapa","08296",2014,"cabecera_municipal",50321
"08","Atlántico","Galapa","08296",2014,"centros_poblados_y_rural_disperso",3999
"08","Atlántico","Galapa","08296",2014,"total",54320
"08","Atlántico","Juan de Acosta","08372",2014,"cabecera_municipal",11978
"08","Atlántico","Juan de Acosta","08372",2014,"centros_poblados_y_rural_disperso",7345
"08","Atlántico","Juan de Acosta","08372",2014,"total",19323
"08","Atlántico","Luruaco","08421",2014,"cabecera_municipal",13218
"08","Atlántico","Luruaco","08421",2014,"centros_poblados_y_rural_disperso",13141
"08","Atlántico","Luruaco","08421",2014,"total",26359
"08","Atlántico","Malambo","08433",2014,"cabecera_municipal",109831
"08","Atlántico","Malambo","08433",2014,"centros_poblados_y_rural_disperso",7580
"08","Atlántico","Malambo","08433",2014,"total",117411
"08","Atlántico","Manatí","08436",2014,"cabecera_municipal",16940
"08","Atlántico","Manatí","08436",2014,"centros_poblados_y_rural_disperso",2075
"08","Atlántico","Manatí","08436",2014,"total",19015
"08","Atlántico","Palmar de Varela","08520",2014,"cabecera_municipal",25639
"08","Atlántico","Palmar de Varela","08520",2014,"centros_poblados_y_rural_disperso",1108
"08","Atlántico","Palmar de Varela","08520",2014,"total",26747
"08","Atlántico","Piojó","08549",2014,"cabecera_municipal",2635
